class,feature,class_mean_standardized,rest_mean_standardized,class_sd_standardized,rest_sd_standardized,cohens_d_class_vs_rest,abs_cohens_d,direction,centroid_distance_19D
semiprime,H_pos_base9,-0.02819347872030426,0.007496050208578696,1.005234328827076,0.9984709966877107,-0.03569326514118021,0.03569326514118021,lower_in_class,1.8396428719904199
semiprime,H_pos_base10,-0.020890279194717823,0.005554283785563853,1.0083988439392795,0.9976826956277113,-0.026446070856141802,0.026446070856141802,lower_in_class,1.8396428719904199
semiprime,H_pos_base11,-0.010812189125745596,0.002874732605908368,1.0059211908051202,0.9984013399655559,-0.013687120758966494,0.013687120758966494,lower_in_class,1.8396428719904199
semiprime,H_pos_base12,-0.03157175750919472,0.008394263148930848,1.009340074227704,0.9973350551770223,-0.039971277669854206,0.039971277669854206,lower_in_class,1.8396428719904199
semiprime,H_pos_base13,-0.017865825958001114,0.004750145582513289,1.0045165154688689,0.9987432078370583,-0.02261690863997085,0.02261690863997085,lower_in_class,1.8396428719904199
semiprime,H_pos_base14,-0.04297957576454732,0.011427360953595285,1.0071597591309123,0.9977774951337754,-0.05442024801786069,0.05442024801786069,lower_in_class,1.8396428719904199
semiprime,H_pos_base15,-0.02456721578532024,0.006531903524167698,1.006067817036395,0.9982800250846101,-0.031101583756672223,0.031101583756672223,lower_in_class,1.8396428719904199
semiprime,H_pos_base16,-0.01448846269579647,0.0038521760613589814,1.0092431311876555,0.9974938975045354,-0.018341132252287,0.018341132252287,lower_in_class,1.8396428719904199
semiprime,H_dynamical_collatz,0.09603937298335798,-0.02553483977715461,0.8740649803515067,1.0293921075821255,0.1217234370400192,0.1217234370400192,higher_in_class,1.8396428719904199
highly_composite,H_algebraic,0.3471195572490949,-1.3191044435450834e-05,1.0741153089269446,0.999995866507107,0.3471331959003205,0.3471331959003205,higher_in_class,8.83915811811069
highly_composite,H_geometric,1.408877137658817,-5.353936572696885e-05,1.414098901377098,0.999944787127855,1.4089824091404348,1.4089824091404348,higher_in_class,8.83915811811069
