n,mean_distance_to_k_neighbors,proximity_score
1,24.106262520454077,0.041482996343853065
3,18.808197887990225,0.05316830490381464
13,9.623597820448225,0.10391124178891761
18,6.727569478081759,0.14864209180712656
19,5.063546968593611,0.19749002156043005
26,7.985143761815371,0.12523256059356547
42,10.58399832636522,0.09448225227973252
45,6.948031514415353,0.14392565691809497
49,5.268676987976279,0.18980096944297858
105,5.927339704413907,0.16870975005113376
117,6.5773991199840465,0.1520357791519079
122,5.735692169043718,0.1743468740175696
125,6.601427516146089,0.15148238734031397
128,12.050848776541113,0.08298170681110657
132,5.172500566287376,0.19333008999892068
134,4.678128373119028,0.21376070091318605
143,4.983107715813957,0.2006779818999871
155,5.058518497952756,0.19768633848122025
162,6.193148832188433,0.16146874991965518
164,5.110412190407736,0.19567893209804255
181,5.746076333379706,0.1740317987407678
193,4.664799214978559,0.21437149894658047
209,4.245607121064831,0.23553757365777095
246,5.475679436962078,0.18262573832383078
255,11.712714955426888,0.08537730183014328
264,4.54801773943208,0.2198760113289822
273,6.998856203124819,0.14288048946531884
280,5.358053059282955,0.1866349565664135
292,5.7166172581324295,0.1749286255918621
309,4.131648122077813,0.24203416420100562
311,3.3425809137877875,0.29917002035008583
318,4.395625102043731,0.2274989283173458
333,5.323944151386643,0.1878306705639198
335,3.579977979857321,0.27933132707134006
338,5.2428872611404485,0.1907345991228288
355,4.959808541505167,0.2016206858856543
359,3.2648650385459836,0.30629137443459115
381,3.781321166659783,0.2644578325736563
409,3.9761168965335423,0.25150166004213015
412,2.8905811952291613,0.3459511885188111
436,4.63767088459711,0.2156254777200857
441,3.418776200284687,0.2925023287328477
445,5.422828017363886,0.18440562687915185
447,5.558513827429826,0.1799042030020829
455,5.447960471014609,0.1835549294676839
466,4.633132179289707,0.21583670858125428
477,4.689946212402768,0.21322206155696263
479,5.207805934253459,0.19201944400855603
516,4.512047202453461,0.22162888709497996
518,4.673877341910382,0.21395512266290026
524,4.299314635126284,0.23259521222977309
529,4.101261198060837,0.24382743544170687
534,4.445475554998813,0.22494781213571244
535,4.745270208218513,0.21073615539697851
537,3.83941975911533,0.26045602271686935
557,5.1001284892715395,0.19607349150190442
560,4.898237960745162,0.20415504677679386
564,5.473638200411696,0.1826938433608204
567,4.126345117635227,0.24234521628497452
571,3.7482655184209968,0.26679006465395644
599,3.533259681112468,0.2830247675667193
626,4.846076645500121,0.20635249360497732
628,5.083589292592043,0.19671140653652586
638,4.348438018724503,0.22996763336484052
640,6.708176988990962,0.1490717972469999
658,4.78102675398528,0.20916009289557505
671,2.877762288455164,0.34749221782889894
675,4.344406431518946,0.23018104216601512
694,3.2636088481293504,0.30640926855339234
707,3.716445813616974,0.2690742849891026
711,3.404516588840012,0.29372745701333963
741,3.961852441607971,0.2524071794036539
744,4.329786305430366,0.23095828049194508
761,3.8706437558236617,0.25835495671622316
778,3.776684203250157,0.2647825304374537
799,4.93810387990933,0.20250687800803388
820,6.060131505534346,0.16501292077351726
835,4.032209910358291,0.24800296170863156
837,3.911316032397103,0.255668422525009
868,3.5933919541213606,0.27828859550174984
882,3.9858504217106288,0.250887488038393
891,4.344685466024066,0.23016625894322695
896,3.791453092313424,0.2637511201251782
897,2.98456047183733,0.3350577109881956
911,4.566029860817369,0.21900864218631502
918,3.8733511162143186,0.2581743740745889
931,5.422248548764441,0.18442533406693132
942,5.790488907395607,0.17269698914760517
945,3.9204876326396976,0.2550703110690433
956,3.5697435249771545,0.2801321700012383
957,4.224704509243139,0.23670294521472093
981,4.536883473072236,0.22041562361808045
985,4.874796004759318,0.2051367891135308
986,2.969982400291402,0.3367023319402659
1002,4.645116675738278,0.21527984543915646
1011,5.305676266560804,0.18847738719045937
1016,3.801026025263866,0.2630868595355953
1032,4.650756420387474,0.21501878610887792
1041,4.493182248601649,0.22255941216517394
1065,3.8313995065699373,0.2610012342187175
1072,4.615423685148837,0.21666483257376956
1075,4.778765797607309,0.20925905188751517
1079,3.3398248427719883,0.29941689971074065
1103,4.647953923921241,0.21514843227106176
1105,4.887831211206053,0.20458971613159477
1117,4.115646948226997,0.24297516589233986
1119,3.740705294185132,0.267329265835033
1141,3.9831629580155763,0.25105676331604365
1150,3.5759454219130253,0.2796463262195847
1158,3.1972623990756732,0.31276757274873235
1159,3.455648947735513,0.28938124651087915
1220,4.703559880446305,0.21260492593216457
1232,3.954750708085265,0.25286043895391525
1233,2.8393164416170222,0.35219744630863925
1234,4.3964308154157035,0.2274572356497364
1237,4.082324634119802,0.24495847087755357
1245,3.594969304377152,0.27816649193141785
1247,3.0356593686041258,0.3294177239851177
1249,4.7907344431827275,0.20873626201986695
1262,4.144716440766251,0.24127102886075472
1272,3.5306346415751184,0.2832351974979738
1273,3.8561585656746233,0.2593254356553654
1280,7.317357347346241,0.13666135908512514
1281,5.601269949738883,0.1785309419065651
1294,4.7671157452648485,0.20977044683529764
1295,5.582618879030415,0.17912739910582973
1300,5.328272738993578,0.18767808049343504
1301,4.990720011647514,0.2003718897605887
1310,3.8864648819099257,0.2573032383887932
1317,4.467893981846858,0.22381909778136994
1321,3.7107072634979614,0.2694904041169401
1322,4.088772739855583,0.2445721647114767
1324,3.6657340034816324,0.2727966620191071
1325,3.9073280149380154,0.25592937070465216
1326,4.2162921479212,0.2371752157859371
1332,3.870748988126427,0.2583479329368178
1341,3.9279188756362884,0.25458774268543266
1346,3.87242635680314,0.25823602771500764
1348,4.429757990851525,0.2257459667243686
1354,2.7091848840987476,0.3691147126462343
1399,4.327161750774571,0.23109836368394754
1408,5.025580535936538,0.19898198682700977
1422,3.3941469518196072,0.29462483922907456
1438,3.2350199240652926,0.3091171069954461
1444,4.182553671329622,0.23908838441321514
1445,4.572386893170363,0.2187041524183903
1446,4.892036873953295,0.20441383124565196
1459,4.045191157545274,0.2472071061795207
1462,4.88939234868913,0.20452439253886023
1516,3.311197811562688,0.3020055148948524
1533,4.301988266865492,0.23245065722329036
1535,4.884738234709049,0.2047192606748473
1540,3.55811916970413,0.2810473602217411
1541,3.55045249043021,0.2816542406059763
1543,4.373073703298466,0.2286721120765708
1558,4.379768586494321,0.22832256550800947
1561,4.88682839027624,0.20463169977271656
1564,4.224273585747065,0.23672709158180924
1583,4.678455926098574,0.21374573487404835
1616,4.030018398879655,0.24813782494833073
1620,4.485133148353652,0.22295882127085676
1643,4.653179669274583,0.21490681019752716
1647,5.363713215869112,0.18643800661101864
1655,4.7087822353377975,0.21236913282910605
1659,3.1862939869372213,0.31384423537167755
1673,4.0745424465206925,0.24542633022602775
1692,4.744796116001089,0.21075721180672957
1695,3.3022870582444,0.30282043394838265
1726,4.2869362072850565,0.23326682545459965
1741,4.130157966245429,0.24212148982495701
1783,4.394011853092374,0.2275824539016667
1791,4.613147421134235,0.21677174144023195
1800,4.0431562034854,0.24733152756692986
1825,3.7570409756242156,0.2661669134001362
1836,3.0419812276043023,0.32873312659697657
1843,4.309603154706818,0.23203992667111314
1857,3.641528820200224,0.2746099370276965
1868,3.419662053575741,0.29242655687396535
1869,3.1559029147575344,0.31686652822034367
1879,4.182761324520323,0.2390765148700997
1889,4.130117990928829,0.24212383331326237
1907,4.892307836457961,0.2044025097005746
1911,6.024043711518942,0.1660014514980482
1915,5.1938996828710655,0.1925335607265774
1917,4.0458610111883235,0.24716617729437013
1919,4.966819049009205,0.20133610468440188
1928,6.036037808946254,0.16567159312980018
1954,2.649060249219197,0.3774923580142693
1965,4.012647409847753,0.2492120283346033
1967,4.002546855354494,0.2498409228269192
1983,4.805529058449429,0.20809363294589167
1995,3.680759617594103,0.271683050210535
2032,3.4255881001415913,0.2919206777832906
2040,4.881534634480313,0.20485361159508703
2045,5.220467003061714,0.19155374402583633
2073,3.8988865227694767,0.2564834842357552
2083,3.368930833557582,0.2968300773761229
2095,4.14999066070532,0.2409643976957293
2096,4.630530522644682,0.21595797611299275
2098,3.6068152503769126,0.277252903346026
2128,3.879593541998677,0.2577589608741758
2144,4.1081045925698145,0.24342126094073205
2149,4.03218276723268,0.24800463117054097
2152,3.887798480267429,0.25721497785321323
2162,4.100564096753926,0.2438688864274485
2166,3.948823076721515,0.2532400111554226
2176,6.709669696576047,0.14903863308057505
2185,5.220337182284064,0.19155850763691026
2186,7.8148064026984985,0.12796222305066524
2189,4.52921099733538,0.2207890073101249
2199,4.629830144499429,0.21599064518335642
2212,4.64415549436505,0.2153244010053339
2214,4.179859761856473,0.23924247629676781
2216,5.501624024964519,0.18176451089026707
2223,4.358407679924152,0.22944159276471657
2224,4.506942223690414,0.22187992442932833
2230,3.168695095286339,0.3155873222031543
2248,3.6084887942861883,0.27712431907316964
2258,3.1664470448339364,0.3158113765493681
2260,4.865558679407489,0.20552624393003333
2263,3.1198371047268316,0.3205295553683204
2272,4.330291945195368,0.230931311942907
2305,4.176090716633903,0.23945839969822322
2310,4.1464451422737145,0.24117044014512298
2313,4.347665589091269,0.23000849065044715
2330,3.4037379916043213,0.2937946464934468
2341,4.5782075660439725,0.21842609483603673
2350,3.7988046854487436,0.26324069879934064
2369,4.068918080663182,0.24576557703436658
2371,3.317485008138971,0.3014331632385204
2380,5.243751479738224,0.19070316430208298
2381,3.7450049793590034,0.2670223418957625
2384,4.243175103436014,0.2356725743394351
2387,3.490698519504187,0.2864756135232646
2392,3.9966517200397518,0.25020944281574864
2393,5.156147480420088,0.1939432500325481
2396,3.5096293569297545,0.2849303724979441
2398,3.3576133114773965,0.297830603834391
2410,6.808657417909411,0.14687183369946988
2429,3.3349573013335942,0.2998539140515582
2438,2.939158105401761,0.3402334832419528
2444,3.4738883187140024,0.28786187357050724
2461,4.575402414730327,0.21856001054253085
2475,3.691297751956103,0.2709074334276627
2486,4.230321147114125,0.23638867244912404
2489,3.760772970962196,0.2659027832099855
2511,3.931280627596511,0.2543700373308433
2540,3.269510455879003,0.3058561865742208
2546,3.86348143766226,0.25883390825991065
2550,4.412962816923302,0.22660512709621447
2557,3.7244215534023892,0.2684980702805236
2562,4.372653059722848,0.22869411003834691
2579,2.9583800419103405,0.33802283203408956
2589,3.4981528221294065,0.28586515536819546
2655,3.1386719133306045,0.31860609442881543
2692,3.018289324316963,0.33131349998263276
2693,3.21678696270354,0.310869203212401
2700,3.6045356609863846,0.2774282443154056
2712,3.4744874072769227,0.28781223898101477
2722,4.843230065811111,0.20647377605678954
2741,3.413558645033311,0.2929494126180301
2742,4.009810695045605,0.24938833178217587
2743,4.585512957855738,0.2180781101679404
2757,3.548070182777959,0.2818433538472931
2761,2.7230828621310468,0.3672308374843381
2771,2.6022824682634402,0.38427803752869977
2812,4.149975321698529,0.240965288340672
2815,5.14939150718976,0.1941977025059312
2834,2.8386281339880197,0.3522828467830116
2851,4.895685500651841,0.2042614869494067
2859,3.190811442163268,0.3133999041076895
2867,3.875476906959938,0.2580327593241105
2868,3.2468361901350975,0.3079921318599332
2873,2.784919062794208,0.35907686272085243
2902,3.030273182938165,0.3300032504099403
2907,4.184037037118094,0.23900362045756335
2910,3.360846130087117,0.2975441187406522
2942,3.2907477563452887,0.30388230093645896
2950,3.404229772744016,0.29375220439178684
2953,4.519347425565864,0.22127088400922607
2962,3.7086740120703374,0.26963815011648556
2965,3.5767061279205743,0.2795868500891071
2975,3.0063055968051153,0.3326341809902477
2980,2.820203462008938,0.354584345941944
2981,2.717660854460818,0.36796350006595335
2983,4.791832091844645,0.208688447515037
2993,3.6360081757069365,0.2750268843400767
3007,5.277402400334418,0.18948716132323784
3025,4.543425520487176,0.22009824866515107
3035,3.639228433440504,0.27478352026787484
3051,4.706709838662495,0.21246264041718735
3062,3.506330840945754,0.28519841548380165
3072,7.336299311559857,0.13630850617342682
3073,4.14958918842955,0.2409877109734369
3076,3.49516932261358,0.2861091717444878
3079,3.1264966681729165,0.31984681454468555
3080,3.790453073479816,0.2638207044419861
3087,3.5527724160156255,0.2814703231458889
