n,mean_distance_to_k_neighbors,proximity_score
1,27.691041770635827,0.03611276196406541
3,20.975486022661876,0.047674699833870564
13,12.108444601594783,0.08258699055931668
18,8.230511910044036,0.12149912556223105
19,5.975843830986252,0.16734038376548285
26,10.112206364226399,0.09889038692263702
42,11.147198512249746,0.08970863835438135
45,7.952446941964086,0.1257474595300972
49,6.457330723170483,0.15486275101437819
105,6.51624483268058,0.15346261929640811
117,7.499036406525913,0.13335046608516704
122,6.880051709950623,0.14534774477836468
125,7.298465225685355,0.13701510784494544
128,15.383470667000742,0.06500483679180709
132,5.528399327602987,0.1808841837829759
134,5.175499691559208,0.1932180580805985
143,5.797124262594159,0.17249932116382422
155,5.74580631705735,0.17403997712752084
162,6.9596596295276525,0.14368518767170307
164,5.716441517906345,0.17493400341233203
181,6.337988779357323,0.15777875834315425
193,5.209811731184134,0.19194551580705946
209,5.006806894810245,0.19972809437414896
246,5.937472305461091,0.16842183820883924
255,12.886256865767063,0.0776020539103538
264,5.244569995413946,0.19067340141789466
273,7.839472114368862,0.12755960929652216
280,6.096023211431805,0.1640413701385761
292,6.095913914703086,0.16404431131940336
309,4.701519834333119,0.21269717777158562
311,4.311722252953834,0.23192588514130227
318,4.921650219530924,0.20318388251798714
333,5.886638611723155,0.16987623429241003
335,3.9617204803508983,0.2524155868541173
338,5.762839307002477,0.17352557423989207
355,5.24270143353271,0.1907413597127112
359,3.4588606697571413,0.28911254180987994
381,4.206579917326089,0.23772281037166454
409,4.433528338958291,0.22555398850450026
412,3.2184869510416183,0.31070500369002685
436,5.066572288550796,0.1973720975539135
441,3.8909322981002936,0.2570078128802144
445,5.831206288814522,0.17149110329333372
447,6.293447212895982,0.15889542982909724
455,6.017700660758103,0.16617642790391887
466,5.052035293851375,0.1979400265110699
477,5.346095556492401,0.187052399163609
479,5.84168185681432,0.1711835776940384
516,5.005163882853801,0.19979365779120678
518,5.201788166154076,0.19224158463553012
524,4.740800325090618,0.2109348488497403
529,4.581966439567894,0.2182469062549676
534,4.834864314246355,0.20683103702687267
535,5.08936103434986,0.19648832009567746
537,4.52765278863567,0.2208649926756225
557,5.622772030977691,0.17784822050235985
560,5.555276984857485,0.1800090261431805
564,5.929278540841816,0.16865458303428857
567,4.495203512076171,0.22245933856238556
571,4.202491749997615,0.23795406617998227
599,4.4521899886429726,0.22460856399898949
626,5.4576574755796745,0.1832287944918353
628,5.799391149190628,0.17243189401690712
638,4.679116678841044,0.2137155511684041
640,8.085523893416186,0.12367782387164153
658,5.236813006267438,0.1909558349330032
671,3.5141372158337965,0.2845648700039296
675,4.802600026629986,0.20822054604899043
694,3.68950531794201,0.2710390455698068
707,4.130209598504687,0.24211846303437012
711,3.6292250308115754,0.2755409189316933
741,4.297152517710307,0.23271224278830271
744,4.8990133528237605,0.20412273410591994
