PC,explained_variance_ratio,explained_variance_percent,cumulative_variance_ratio,cumulative_variance_percent
1,0.6141471583181175,61.41471583181175,0.6141471583181175,61.41471583181175
2,0.24944245888818486,24.944245888818486,0.8635896172063023,86.35896172063023
3,0.10693085506590844,10.693085506590844,0.9705204722722107,97.05204722722107
4,0.029479527727789286,2.9479527727789288,1.0,100.0
