feature,PC1,PC2,PC3
H_algebraic,0.5297369392147557,0.8429940939681353,-0.0934865378876811
H_geometric,0.5932794116842316,-0.447056902518953,-0.66944728364657
H_arithmetic,0.6061339083923573,-0.29916731680616715,0.7369535953179165
